"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"Melospiza_melodia",1.54356732069077,-5.41533384307703,-0.296977400291577,1.04306860886878,-0.590993714879449,0.537627216966126,0.113923984731506,0.0877541736896489
"Spizella_passerina",1.82304667211545,-4.47510997385348,1.89062962721128,-0.779271861881368,-3.70254059222472,0.278083587161237,-0.490772428003341,-0.069575294128129
"Agelaius_phoeniceus",-1.30381360599998,-6.19484065980845,1.54446592079336,1.02461309102208,-0.854784667146851,0.505406953540993,0.0816526020483259,0.155999218734152
"Molothrus_ater",2.21878386036057,-5.69925243477949,-4.60636945167599,-0.0444851054859307,-1.18101435843103,0.656242188680721,-0.0726229693936226,0.127957092889633
"Quiscalus_mexicanus",-0.674848274492669,-4.17513094497711,-0.95488206190275,0.531128956258229,-1.53629897245742,0.371578901136374,-0.539335458791993,0.144538470945597
"Dendroica_coronata",0.152903101198097,-4.9048660863545,0.650420555215552,0.26705335449425,-0.592217913971861,0.125779688219932,0.0247777059834969,0.138726002574243
"Dendroica_kirtlandii",-0.96309904551063,-5.4286812129753,0.668732115044351,1.66517329588642,-1.07333574508702,-0.10874323227736,-0.317623919303904,-0.112741161181288
"Calcarius_ornatus",0.425543363329803,-5.69203741095884,0.0277271154654335,1.88760272989315,0.237274626504047,0.263247203289179,-0.157496775415694,0.02839594944223
"Hemignathus_munroi",-0.679717135316144,-5.44023512396624,-0.0714834002292359,1.64005660024745,-0.0992725713475711,0.216388130196543,-0.273250857870572,0.0758311379128148
"Hemignathus_virens",0.0522689705983685,-4.35328724066113,0.750293633020771,0.260997298374603,-1.50264002457876,0.338949030155084,0.053229651747659,0.0211546797084696
"Serinus_canaria",2.13087318855467,-7.66670042655878,0.362883098318062,0.674968392005833,-0.145393516575991,0.0280939298668751,-0.764516140075271,-0.0575763494745314
"Loxia_curvirostra",0.0812397111317881,-5.38277130719753,0.426912299585095,0.0685421167823154,-0.478181912860231,0.204313900123859,0.023509099242249,0.0678062040841948
"Loxia_leucoptera",1.09204468576517,-7.12047230359125,1.73958952945089,-0.0964616449978997,-1.12664475759187,0.300498570412034,-1.06356450339729,0.0369724521517485
"Motacilla_alba",1.30844839866423,-5.68545754026482,-0.249808687160401,1.02368351089504,-0.758920203652039,0.0776008748157231,-0.368225250357079,-0.0951071272805345
"Passer_domesticus",-2.27762332783216,0.453151010821041,-0.847023234483918,1.84566235199722,-1.97691283846261,0.157514671966981,-0.141872871017012,0.235834464824741
"Peucedramus_taeniatus",-1.374153446332,-3.44285166026394,0.327971307889179,0.204670668265067,-1.45905766218701,0.43923582739182,-0.283633251794101,0.0766643383932027
"Prunella_fulvescens",1.87234433787195,-4.89957493652883,0.615404935194074,0.931210449944062,-0.15468947731151,0.203803775208523,0.0154361725256532,0.0936783230774753
"Prunella_himalayana",1.86183737893929,-8.28840747083862,0.141110267121535,0.418922072197461,-0.429028101404614,0.318902419427951,-0.376329931655051,0.0216696876169899
"Ploceus_nigricollis",1.35914553384038,-4.79889495504917,-0.228177201025466,1.06464545638816,-1.0926296270664,0.492555591833254,-0.542585409728146,-0.0418430639069368
"Vidua_macroura",1.3293824947768,-5.46055128877416,-1.36078009537355,1.32861483092025,-0.449758897814541,-0.114540500485032,-0.537891735377132,0.00330817467118593
"Vidua_chalybeata",1.10471494761774,-6.35114519514412,0.122970122443848,1.8562203507865,-1.103445260646,-0.539769989276319,-0.71476096928124,-0.129406820696107
"Modulatrix_orostruthus",-2.54212795643454,-5.50537123406133,0.498706396955137,0.850615780336619,0.423474546819721,0.138520664715118,-0.29510631044888,0.0340820377334724
"Promerops_cafer",-0.776073999102175,-6.15847637724128,-0.566091404094574,0.974812111188077,-0.651395451163083,0.316288346322075,-0.0528410795555432,0.161723616685375
