"","PC1","PC2","PC3","PC4"
"Pteruthius_melanotis",-3.18929288565273,0.953582575328633,-0.00051596890807426,-1.38147636309855
"Oriolus_oriolus",-2.10222034793375,0.38691138325977,1.1634753329927,0.635260828253306
"Oreocharis_arfaki",-0.113848600055852,-0.573676687616832,0.0354752310836016,0.335448722116583
"Ifrita_kowaldi",-1.97375179190472,-1.29266597225736,-0.390246667261937,-0.16279546880329
"Myiagra_hebetior",-1.82152502797875,1.20689171975802,0.631423354486548,-0.847198568013246
"Paradisaea_raggiana",-0.320678153337607,0.967226587883604,1.26460377458189,-2.01148064446326
"Rhipidura_dahli",-2.47849763809112,0.182479220651566,2.26854952557874,0.117199020903232
"Chaetorhynchus_papuensis",-3.77830500092173,-0.579998404841402,1.19512292297941,-0.211682833737257
"Struthidea_cinerea",-3.01212876994663,-1.6405095779175,0.761719194507976,-1.17380842987885
"Lanius_ludovicianus",-3.48908144095188,0.265831247908879,-0.353486669528391,0.780485063413462
"Aphelocoma_coerulescens",1.40866249965454,-2.06183255068394,-1.09602253392617,-0.308159419450102
"Corvus_brachyrhynchos",0.293281894409242,0.77708108627981,0.387389288595493,-1.18002992127487
"Dicrurus_megarhynchus",-1.63961052251538,-0.389452663138088,0.507416813075442,-0.265141293166026
"Pachycephala_philippinensis",-0.856057747077017,-0.226601665662474,0.431343071912734,0.271625074818931
"Daphoenositta_chrysoptera",-2.44791416744268,-0.882918445593541,-0.0288620782760556,-1.25312114013781
"Panurus_biarmicus",0.730357100126922,-1.00469141843215,-1.51891926479028,0.370396063761726
"Eremophila_alpestris",-4.93020986617902,-0.841685429353093,1.11411911553339,0.540684665012412
"Calandrella_cheleensis",-6.53831397908437,-0.170237075829101,1.34989240963652,0.473976326294679
"Nicator_chloris",-2.90648207607418,0.325927363572917,1.51614231306254,-0.24167260003299
"Spelaeornis_formosus",-3.59025098882689,1.88418414395969,2.33017873321676,-1.03541580785988
"Pomatorhinus_ruficollis",-0.457849213818459,1.0549074378814,1.58647625865315,0.731500816901613
"Illadopsis_cleaveri",-0.973253841351423,-0.76844159813902,0.829449761380233,0.213598069033108
"Stachyris_dennistouni",0.743353966610376,1.09795218464174,0.443605507511941,-0.516862805821764
"Zosterops_lateralis",-4.97610527108281,0.11669920189866,0.740672179224295,0.340838870288825
"Zosterops_hypoxanthus",-3.10944022668525,0.375062270480114,0.826706509569355,0.249542068268447
"Hypocryptadius_cinnamomeus",-2.19630903698968,-0.818651314110622,0.384842962072714,0.0242052506230373
"Paradoxornis_webbianus",-3.21463397522931,-0.866752209029901,0.839085530042739,-1.34622139834606
"Sylvia_atricapilla",-5.70365489041983,-1.70467721242861,1.19683590337807,0.108059787754659
"Sylvia_borin",-7.05521470719907,-0.134787721081808,1.0395910448865,0.948298236600481
"Cisticola_juncidis",0.950922095219581,-1.05692044797189,-1.2821181192495,0.252305976897149
"Pycnonotus_jocosus",-2.1973718893792,-0.010642945563356,0.454451982666731,0.57796848979567
"Pycnonotus_atriceps",-3.66648386319363,0.27580448105903,0.884688743103686,-0.379360001269265
"Cettia_cetti",-3.97368705666726,-1.65285179706598,-0.920014013670932,-0.671529246278573
"Cettia_vulcania",-0.941533051408288,-1.34074938101248,0.337461088395327,0.142846260467172
"Phylloscopus_sibilatrix",-4.65591937655765,-0.163384575578628,-0.525604215854469,-1.03605397772029
"Phylloscopus_trochilus",-4.94241898209931,-1.23498748818927,0.90682380473743,-0.069575908245931
"Aegithalos_caudatus",-1.68776994995726,2.6612101790619,-1.33488994240396,0.480224414826146
"Hylia_prasina",1.65753366914682,1.73699985309083,1.26198353073032,-0.107050169872516
"Erythrocercus_mccallii",-2.58452282680653,0.523195595823635,-2.13706057033265,-1.13173424058492
"Hirundo_rustica",-6.89019261711156,0.705001436868429,0.339410271745155,0.610998436079803
"Hippolais_icterina",-5.61302873044964,-1.21894954212846,0.960092474758484,-0.149222583676058
"Acrocephalus_arundinaceus",-6.43142285573206,-0.0448486359858358,1.46614471388932,-0.530287617847835
"Oxylabes_madagascariensis",-3.70256241511906,-0.652946104951661,1.14774492379036,-0.953415639318052
"Donacobius_atricapilla",-0.89108128510112,0.274739484953479,-0.319150513237753,-1.91609129766438
"Sylvietta_virens",-3.35306016849273,-0.392054914657645,1.34303141541381,0.513358318932532
"Pseudopodoces_humilis",-2.54691216621591,-0.794791569483836,0.466188999301949,-0.760354087398164
"Parus_major",-2.18392550450335,0.131751895663725,0.0472531423470662,-0.754270604595592
"Parus_atricapillus",-0.0925253439032095,0.536629831466706,1.07806502995499,0.170606263451254
"Anthoscopus_minutus",-1.15487596020628,-0.522929648085296,-1.42059847040883,-1.38592880111155
"Rhabdornis_inornatus",-3.30499771716578,-0.941670952200223,0.259355118054853,-0.265905687480384
"Sturnus_vulgaris",-4.484179403741,-1.87645351809849,-0.303623797061191,-1.40998699556506
"Toxostoma_redivivum",-3.9808810389227,-1.13855462157874,1.50108632845481,-0.337569870899693
"Buphagus_erythrorhynchus",-3.54762115994877,1.74022515335044,-0.513269763895983,-0.756013024569169
"Turdus_merula",-3.57112832289728,-1.39234051149002,0.882662652516238,0.0862520155078906
"Catharus_ustulatus",-4.09200743406157,-1.89108914160345,-0.230357303276321,0.197716403962188
"Catharus_fuscescens",-1.55325412220853,-0.809862101725318,0.578516293922805,-0.0319383235022898
"Erythropygia_coryphaeus",-4.46376167275012,-1.79780006899618,0.648164484635056,-0.387669887074684
"Oenanthe_oenanthe",-4.94407917487531,-1.09590605520651,1.15680674013659,0.0240709363886776
"Saxicola_torquatus",-5.14631804952047,-0.904122345453345,0.819109384231746,0.741021996296575
"Ficedula_albicollis",-3.34527244788521,-1.8494849829034,0.349010113374554,0.0930663724196459
"Erithacus_rubecula",-5.01558810665812,-1.4006886572335,0.944953067000343,0.363020438635857
"Cinclus_mexicanus",-5.43867361008347,-0.42826169266631,1.12713070354193,-0.585990644051055
"Tichodroma_muraria",-1.51910888370176,-1.25587017552526,0.880498873441267,0.0412220864461298
"Certhia_brachydactyla",-2.75837852384984,-0.665966195087423,0.851046369121659,0.536111607676812
"Certhia_familiaris",-4.8245599249856,-1.20597063873183,0.857084477073441,-0.0222089326828613
"Polioptila_caerulea",-4.82328332165756,-1.17362047807691,0.22340992367636,-0.418555914072671
"Thryothorus_ludovicianus",-3.94680417946367,0.30988754363127,-0.122158933157468,-0.596202479421889
"Sitta_europaea",-1.51345301106852,1.00084050048763,-0.656237694651125,-1.5556792730558
"Dulus_dominicus",0.739803569482429,-1.9515427158879,-1.83049715116316,0.0330272699995957
"Bombycilla_garrulus",-2.89327839447134,2.26850471396266,-1.52674430878604,-0.868243690128403
"Phainopepla_nitens",-6.23996043357715,0.250734580216039,1.27002423664027,-0.854533133411939
"Regulus_satrapa",-3.96514667641626,-0.797738509641713,0.456523818606793,-0.439602346565113
"Dicaeum_eximium",1.89551465272056,1.60137573355207,0.713558620804467,0.760438045979872
"Nectarinia_aspasia",-3.54608617634659,-0.487172696010393,0.141724340542381,0.116735849243147
"Chloropsis_hardwickii",-3.77533926995448,-0.844346847279783,0.607463501312423,-0.233925505835265
"Chloropsis_cyanopogon",-2.98798611997338,-0.618175660956597,0.690402247006254,-0.361702833465244
"Irena_cyanogastra",-2.89654790216234,-0.864627870815601,1.13773191563736,-0.249239799245561
"Pheucticus_melanocephalus",-3.97277476038514,-1.40385027116538,2.16931966517694,-0.138194445912981
"Cardinalis_cardinalis",-3.07193647416,-0.188702917532229,0.0563813619015197,-1.03966428411928
"Passerina_amoena",-5.13705694256766,-0.95454312458237,0.348130362355075,0.218917344973086
"Rhodinocichla_rosea",-1.82984456501439,-0.431232670619246,0.28382395781823,0.536054309639788
"Geospiza_fortis",-2.03395880166939,-0.489526572016345,-0.831056818514434,-0.506069767068291
"Sporophila_hypoxantha",-1.42961757813322,-0.505493686619859,-0.351987759739148,-1.17979056454525
"Emberiza_fucata",-5.37056585657118,-1.1606768524688,0.647562399360308,0.744079788024072
"Junco_hyemalis",-5.66524868525406,3.19086903617454,-1.04762293303558,-0.0866036321797141
"Zonotrichia_albicollis",-2.22285209107608,-0.0150094322911302,1.81148567605401,-0.538197500830135
"Melospiza_melodia",-4.89033955555791,-0.958949356498104,0.223009958018969,-0.261108823836593
"Spizella_passerina",-4.35850154734829,1.88384090156426,-2.5302273480796,-1.4190323856104
"Agelaius_phoeniceus",-4.68667429206134,0.846369578045395,0.512690901340611,-0.0725372120380527
"Molothrus_ater",-3.6254568942111,-3.74805182570955,0.630327234286339,-1.75852704100017
"Quiscalus_mexicanus",-2.43283278292489,-0.81303654962541,-0.0816668172208736,-0.475010285396369
"Dendroica_coronata",-3.91146943125283,0.444196355583011,0.513284250229412,-0.394220093254552
"Dendroica_kirtlandii",-4.14574612542477,-0.0878029573347987,0.457587183544047,0.230779902629581
"Calcarius_ornatus",-4.88105350202477,-0.96035724940812,1.09739550242078,0.658279290958373
"Hemignathus_munroi",-4.04046839023416,-0.747830218274758,1.09685722408519,0.475412914038595
"Hemignathus_virens",-3.49908054003938,0.491403351612708,-0.38965635168662,-0.686546524522062
"Serinus_canaria",-6.71279055637285,-0.0055245194111202,1.04449233354568,0.271786965948289
"Loxia_curvirostra",-4.08211666586333,0.395405065484564,0.769593009459576,-0.516535801060484
"Loxia_leucoptera",-5.95946396666907,1.6232742603913,0.054028500229673,0.0989239813360345
"Motacilla_alba",-4.89026877467922,-0.71481138680271,0.396560261023779,-0.0649522880676765
"Passer_domesticus",1.11686965286872,-1.45920785281251,-1.22758370204776,0.0357591255549932
"Peucedramus_taeniatus",-1.93599553474831,0.379010829247022,-0.261775513689524,-0.455966661332048
"Prunella_fulvescens",-4.92155822881085,-0.171393787577181,0.324986798099532,0.121823595431483
"Prunella_himalayana",-6.95532146281492,-0.0986396145232722,1.02729199005057,-0.307785656009216
"Ploceus_nigricollis",-4.25037696558076,-0.783470971892272,-0.330010725300498,0.0910565564974883
"Vidua_macroura",-4.44369857427191,-1.70687905126768,0.819837431315133,0.0891209411790089
"Vidua_chalybeata",-5.60449817484382,-0.700762135645662,0.443032250180411,0.369098470691205
"Modulatrix_orostruthus",-3.1286230334697,0.379899331598842,1.95266622113631,0.413692189525973
"Promerops_cafer",-4.18466675767345,-0.778579482381283,1.04674177819823,-0.369940653294825
"Urocynchramus_pylzowi",-5.13126319203402,-0.785349239562473,1.53981019399453,0.532709889213735
"Drymodes_brunneopygia",-1.07134339462786,-0.535062783112112,-0.149437915697259,0.414291820966754
"Chaetops_frenatus",-1.7244423318364,-0.00217947986796758,0.046582693478837,-1.43573640798471
"Acanthisitta_chloris",1.3922200134788,-0.00729808684011143,-0.415261680072811,0.422050273216727
