"","PC1","PC2","PC3","PC4","PC5","PC6"
"Phalacrocorax_carbo",0.0876740246208081,3.42456001976549,1.88285437132156,0.355427919523094,0.941844458047262,2.28413436252358
"Sula_dactylatra",0.67515726724111,5.5050352565871,0.522747641015758,0.395597284753251,2.89204928124059,0.698412460568023
"Fregata_magnificens",6.28960786080572,0.580920421342773,0.777887477046156,0.116301080879945,1.67731221440858,2.36043538507099
"Oceanites_oceanicus",9.94228354080218,6.22815025198486,1.26382906573728,3.15767249926878,0.943703301433164,0.573516975791071
"Pelecanoides_urinatrix",2.21334252787738,4.44394797462064,0.843696384187003,5.48978809727104,2.38035045019262,0.636917446914608
"Aptenodytes_forsteri",6.11393122171066,3.43393861859151,0.86647623798605,1.5808338344671,0.812892561049892,1.74897723088106
"Pygoscelis_adeliae",7.0175909950675,1.45175661510947,0.348479975611553,0.416445187521783,0.782901920185657,1.21657282464478
"Scopus_umbretta",5.66476567474373,3.63649208899224,7.19223063837505,1.76792714121229,3.33145350005238,2.55126028135037
"Opisthocomus_hoazin",8.49027863333316,3.02107094956866,1.50884119363675,0.0401006074988737,3.77978121986226,0.536052747052109
"Corythaeola_cristata",32.0746069542162,4.16091225178807,23.561801041017,10.2208466916632,17.2748245272173,5.78164764964536
"Corythaixoides_concolor",4.96825525960686,2.8220130372794,1.66802584991107,4.1142453796348,2.10155093243583,2.11175395263892
"Tauraco_erythrolophus",10.0087724235316,3.40828867201704,2.05171624368228,0.441916454448903,2.25340303114016,0.751533286764815
"Phaethon_lepturus",11.0078906515034,6.93278974901202,0.980828375405183,1.93381504719971,5.83543633787048,2.60373263312464
"Podiceps_cristatus",1.66626193444593,1.87785687267572,3.74959211766215,0.547349632884976,0.228690686120903,1.24081479906759
"Podilymbus_podiceps",17.1928536364205,3.75191213728545,2.0511475351499,3.48591214222554,0.740893232940365,0.268803117193462
"Phoenicopterus_ruber",4.10130952199212,2.05620982770001,4.29655107505872,2.47548346196069,2.65898139116345,1.41434201500514
"Mesitornis_unicolor",9.50521418296769,0.821448891193285,2.50092432704257,0.315661650499873,1.8050951275967,1.29088340744805
"Pluvianellus_socialis",7.24406250988804,4.68188774365236,0.846819190001274,0.31872469397231,0.494686440556222,1.46949445358055
"Chionis_minor",1.5062602598037,2.88015870844878,0.624378785295831,6.68754002713008,2.67143326655921,1.95458894214857
"Burhinus_bistriatus",0.549550508311091,1.02054193274949,5.18402758045374,1.22820207586985,2.54203195390702,3.50490609190599
"Ibidorhyncha_struthersii",2.17315848902495,8.03373932090333,1.24510945077383,2.73952012663302,1.6060409663891,2.50365176294488
"Himantopus_himantopus",10.764156220859,3.60616534941537,0.643050053839591,3.62099346156708,2.37081596493564,1.4904820604388
"Charadrius_vociferus",0.323370028852232,7.23344313969258,3.18165126762321,4.00055241369742,6.80985801650511,0.245547955635291
"Jacana_jacana",9.79407801931406,2.41719528857932,0.156598142588349,2.3403344409077,2.38453543174147,0.909243554253901
"Rostratula_benghalensis",7.92122708109845,4.63908894835531,1.98334338496177,0.798220691174914,4.02235366852396,0.265864221043815
"Thinocorus_orbignyianus",3.40164479668391,3.9871376353528,4.41958152347674,1.88484914009933,2.13969519798729,0.85045507166437
"Limosa_lapponica",3.13677324932011,1.58044149043977,0.243207121132196,2.06639585274573,1.45910546204631,0.857392695224475
"Arenaria_interpres",12.8336386284742,2.90579689078326,3.97739146182391,5.00656033726096,1.46784680727959,2.08406256236552
"Rissa_tridactyla",10.1352171547548,3.9159975158825,0.742027633987158,0.645567662581559,1.09339219931681,1.07330775583798
"Rynchops_niger",3.61396146855075,6.31702131948906,0.357897872313464,5.18834529857151,0.773820465199661,0.225585682664068
"Phaetusa_simplex",7.81629104869666,1.91572555180513,0.235321639368092,0.565889011659339,0.7135351727502,0.765835273309276
"Alca_torda",5.36339705979703,0.304425240779183,1.82961686217473,3.56375608716225,2.33172658525685,1.79106231346218
"Uria_aalge",7.0320852599231,0.162783605165785,1.26320760082823,1.65120274318454,0.454980405870831,2.7332520721738
"Uria_lomvia",0.159633058344007,4.86133445097666,0.176182838410475,4.72081333637712,0.618016158860303,0.219619887263512
"Cepphus_grylle",8.42038086619688,7.06601722982481,4.23826787282879,4.48850438003791,5.41996950158232,2.15856935608028
"Stercorarius_parasiticus",26.8283992457347,30.4152332815917,6.05039032806998,29.1071502179634,2.68269358594102,5.40372221250165
"Dromas_ardeola",4.06304649185812,0.278502299243393,2.19714343798777,2.1038630274916,0.771014756242241,0.99616089941433
"Rhinoptilus_africanus",11.365163206526,3.66238936995644,1.28656632159997,4.81716616594009,1.67292299076527,1.65869382018046
"Glareola_pratincola",1.76712871424979,5.11861576424605,1.16086518420308,5.80436255796923,1.01412975276025,3.07526410758102
"Turnix_velox",4.39017066419143,6.50559750222734,1.39732864489968,3.43293979367881,0.131780383157732,2.97691799317128
"Aramus_guarauna",10.3310525303873,0.382046514727285,3.51890543267645,1.27469020070034,0.803950201758761,0.858143914879724
"Grus_americana",0.645973927211198,2.99587039124399,4.93541531709502,1.95931492190364,1.02461455515799,0.886052692624405
"Balearica_regulorum",3.25996780306791,2.31020845366719,1.98156831473848,1.04372619375592,0.859150382395494,0.0593987524067044
"Psophia_crepitans",10.5285033817586,6.66719817593103,3.22664225597085,0.21282436344136,0.862722924544803,2.03506428420836
"Heliornis_fulica",1.02878136003408,4.15152156483343,0.658346021747615,2.14326166991381,0.24756429851478,0.736895330280117
"Ardeotis_kori",5.89785512571815,1.12375688119666,4.88796785423145,6.16303056707434,8.36619053122822,0.235682335736507
"Centropus_unirufus",3.57058107284311,7.83966612085439,4.85258928771522,2.44331274142328,4.61866122500212,1.58446873720955
"Centropus_bengalensis",0.804382796886707,5.06906133873991,0.794650385047484,2.68184541056779,0.489281487790819,1.44633097215035
"Cuculus_canorus",2.46986313433517,4.75168552053846,4.52734705989994,0.963703062812582,1.55202921350691,0.120294864671401
"Ceuthmochares_aereus",19.4143613789248,7.33264611595295,10.2775622268336,1.95881142795106,5.97678792277459,0.355875871529178
"Piaya_cayana",5.97012834648863,1.61515439257905,6.56336712674712,1.83115747386438,4.80254475055435,0.938713760227285
"Crotophaga_sulcirostris",5.90815487839402,15.4947162571143,0.680827819794126,1.44136294689217,1.97858366142274,0.982800195225757
"Geococcyx_californianus",3.17659639761127,5.45585057738687,2.11674447822125,1.62751030649201,2.03268610884891,0.170459651660564
"Eurypyga_helias",5.72925172546574,2.326546675461,0.252341988337905,0.982386187985672,1.35131458391676,2.60110680338448
"Rhynochetos_jubatus",6.51546656659745,2.41915643315531,0.063988299516943,0.31844660265604,2.05056008736741,1.28546126269829
"Cariama_cristata",2.51402011618434,1.27647274929313,3.11128999966578,2.7382668156232,1.88279960966191,1.93662243953907
"Chunga_burmeisteri",2.46829571543176,2.02703827160292,0.914182819868053,0.381937269974261,1.39455367911875,1.65215120099328
"Falco_peregrinus",3.90261379376516,2.06353056808088,5.48226251205596,0.389125854577864,5.16805681685978,1.41996825371349
"Herpetotheres_cachinnans",5.89725030542069,1.60152252932876,0.308281658175316,1.05306017565532,0.708141905217998,0.627905804352827
"Serilophus_lunatus",4.18925270764944,2.61875426876371,1.97380143301922,4.32261909192726,0.905000818688896,0.436839641538544
"Neodrepanis_coruscans",0.820388164570362,19.3853853149071,11.7200822211313,7.24520774531479,9.85827297884411,2.66458288235368
"Calyptomena_viridis",4.66752182375871,2.13211151871808,2.89542364815043,2.3536180239277,0.0881030808429276,2.5019413471543
"Smithornis_capensis",4.40693391312211,4.78744191504552,4.92654130989543,0.349406388480829,3.29910690966883,5.26859431385941
"Pitta_sordida",1.65887218066907,0.727796608112591,1.12804918671649,2.68009738647226,2.03974122551056,0.39924678849494
"Sapayoa_aenigma",3.99208583440584,5.84426189836611,7.33461164167431,3.1887177242988,0.512505982597366,4.58733043895383
"Neopipo_cinnamomea",9.55311806160687,11.1273029010863,2.13412845373984,10.009778256382,7.39474555836204,0.179603994658809
"Tyrannus_savana",8.47348745809733,14.4676859696494,1.15167876708834,4.82876475806242,0.763831203324712,2.72585244177162
"Tachuris_rubrigastra",8.10938139939342,3.09193459298536,2.13594488997192,2.74724991070703,0.738088825587682,1.95126850583272
"Mionectes_macconnelli",8.63454483481527,5.10035005193674,4.77322693202571,3.28235007442184,1.53812693323587,0.895586336745299
"Piprites_chloris",5.77621718043025,1.03850301296107,1.23075344876775,3.11638901595672,2.31369784029461,1.78436604428021
"Pachyramphus_minor",10.2488978007868,12.9938085830182,4.11451151579396,0.382153578473905,5.77128387449776,2.69138886563746
"Oxyruncus_cristatus",3.13331949888447,10.7760758847263,1.33329743034403,3.80258784530738,3.73892438472158,4.92029263081007
"Onychorhynchus_coronatus",8.61025402500304,5.15668570702654,0.211435072322786,0.96790195271705,1.71417682517845,0.0145132475241669
"Manacus_manacus",8.91646221423475,18.8987863834879,0.269147639429197,3.59764258058856,3.4886848445742,2.76822294214606
"Lepidothrix_coronata",7.33426424068834,7.75157640823323,3.23066490349628,0.35274085567408,1.52836169382788,2.25386013744265
"Cephalopterus_ornatus",5.00410874164219,6.73346638749482,1.70972406882895,3.12112187989132,1.12260938831653,2.32148366632636
"Sakesphorus_luctuosus",8.36277531068914,0.553829342621672,1.05289510122967,2.73268890485299,2.4011830946823,1.27107868502277
"Hypocnemis_ochrogyna",3.53179786329604,4.31530504564926,5.33732062391434,1.61493438301054,3.66135660464255,1.73870115537382
"Rhegmatorhina_hoffmannsi",5.42643008893736,7.31150118439185,1.75947091501594,2.07331284133029,3.56001449982098,0.354484661506144
"Xiphorhynchus_elegans",11.59679291103,4.05927352159679,3.62733757316363,3.5818124731392,0.301404252430626,1.76431638623704
"Campylorhamphus_procurvoides",6.96856209546814,3.42190266692376,4.38370445926483,6.49720708730566,2.39247895115615,1.58923847335692
"Furnarius_figulus",0.764319277357408,5.57255660653969,0.552306245113511,0.0866650772802651,1.4059787973645,1.80662010230457
"Sclerurus_mexicanus",2.87152031257749,9.26352354307155,1.50238978990852,3.6013513697489,5.29355136717176,0.89967434251743
"Formicarius_rufipectus",5.3372395198376,1.16960578569702,1.11468804545895,0.303612822958884,0.878733351838745,0.386839510639371
"Scytalopus_superciliaris",4.50667320502332,9.68730939755381,0.942025456554681,4.88906888562622,1.71641101860959,0.3668046108053
"Grallaria_varia",5.70362891779698,5.82543829341528,0.57775318135493,0.196899664090291,0.682066433695511,2.18345940498682
"Atrichornis_clamosus",15.450544694852,16.3376891984129,6.60995941980734,2.73309368577757,0.227083356335418,0.41610059327313
"Menura_novaehollandiae",14.1305680972824,6.93908393655268,7.76341709434626,4.18368435860297,0.33966493145898,0.0704389656247167
"Ptilonorhynchus_violaceus",45.7406557912082,12.9875930012008,18.1668896101395,16.3985187448188,22.6684694661439,11.3782633374564
"Climacteris_rufus",12.6952890590354,10.9086825098812,1.62882770852971,11.0563901881171,7.80432453471282,0.517308434727987
"Pardalotus_punctatus",7.92855361354513,3.20745264292369,2.58284214266827,3.76252606997237,1.08163499412164,1.88668821057116
"Grantiella_picta",6.81087822135127,6.48303687427119,0.102303085385212,2.65793074102486,4.47748208034187,0.559613714144973
"Origma_solitaria",0.474815488966527,15.0936705467059,4.45142775577992,1.20689701302831,6.55778370126785,0.243496153903753
"Dasyornis_broadbenti",7.81931576206368,18.9821807047648,4.60441588761312,3.49789814466,2.3449271935389,0.383446349062293
"Malurus_elegans",16.3644633912122,21.5524678554573,4.75480051867534,11.6435624681594,1.4886359055603,0.320547101776472
"Pomatostomus_ruficeps",7.79352179780218,7.55979084339405,4.87209303698833,5.13145704969558,2.03066828514037,1.14533161414453
"Orthonyx_spaldingii",18.4824831164279,2.27644129752701,2.30894219820025,4.70124556818706,1.87282457550674,0.339952364409608
"Eulacestoma_nigropectus",4.73417293909256,3.00153583475944,1.54714269682976,3.34381569465584,5.29793616757232,2.4638200351905
"Ptilorrhoa_leucosticta",12.7074628945865,0.972483011443285,15.1106308872099,4.29132253337508,0.272028452006989,1.21515096511255
"Falcunculus_frontatus",5.29767126918575,1.01713642405843,3.51595775000192,0.82464052781246,5.58287785313031,0.128580743632348
"Psophodes_occidentalis",0.153320888286657,8.08821282861392,1.86659553575844,3.6362620182247,1.92144728924095,1.2640552408564
"Mohoua_ochrocephala",5.80743549194471,6.29484906950993,0.887706733152323,4.95418533549166,3.18529419989726,1.79387727383499
"Vireo_altiloquus",1.34204993140832,10.5701008724369,5.1564050081223,2.18096845988396,0.0157126468302979,0.31718439895841
"Erpornis_zantholeuca",1.64848189806856,13.6398675369914,1.56683553907556,8.39507536375451,3.94394698603316,2.03176979701619
"Pteruthius_melanotis",8.48207749830082,9.11650246904724,4.87510791236399,4.07722638706442,1.76406320647567,2.46520458029352
"Rhipidura_dahli",8.38359301166353,0.399670701366029,7.2950159433557,5.44090178290045,1.4762296987614,0.848420640076448
"Chaetorhynchus_papuensis",10.9193408518961,7.89186672803934,5.27805173548199,6.02003402768383,1.48920554912019,1.08426826682315
"Struthidea_cinerea",12.4510006316459,8.56858047319924,4.18999285432523,0.509696105027304,1.70422218032834,0.420980655199662
"Aphelocoma_coerulescens",6.90693413542405,8.35811106071383,0.927040461556107,2.10932145376491,2.84522171085632,0.746960079698823
"Corvus_brachyrhynchos",0.15257406567691,1.2755095364391,1.68151040353098,3.02598902766975,1.98673933741776,0.714425728650736
"Lanius_ludovicianus",4.53969340867678,9.36421858389119,5.99254204520396,2.8405860118913,1.07701828248486,1.99726764632802
"Myiagra_hebetior",3.47538817812936,4.27874138696401,1.6590132221954,3.26567974839106,2.73812311709918,2.59628571805286
"Paradisaea_raggiana",5.41180944096869,1.33242917888024,3.49995500082456,1.85830689031848,3.99125448792015,0.80227257571383
"Ifrita_kowaldi",2.43093488379039,16.4515341113853,2.02371664658891,2.83013521840976,3.17499065136294,0.133832058301495
"Dicrurus_megarhynchus",4.16565367860518,2.49704288476659,4.42103426155873,0.606751254589727,0.684452199467759,0.614675039302909
"Oreocharis_arfaki",6.32910106770673,20.0430505897997,4.5223501468513,10.8562889996564,8.96994376323062,0.625775623485884
"Oriolus_oriolus",3.49240580709299,1.79383921650526,6.46337707378613,4.625139651516,0.400657913499443,1.23814460809999
"Daphoenositta_chrysoptera",6.59163382901839,17.2562492269158,2.99154705944049,3.95230607482238,7.11102453731935,0.0838343864120897
"Pachycephala_philippinensis",0.156309579688052,4.97461804770105,3.06409476633343,3.04740537288213,1.80442346584548,0.0743064967333056
"Mystacornis_crossleyi",0.421547298935666,3.69619333683755,0.925798916119753,1.8202567062835,4.90709743890114,2.31398361455242
"Dryoscopus_gambensis",6.78889053753736,15.779755422618,4.1190118217858,4.01521354910704,2.55712549679904,0.646110012698885
"Artamus_cinereus",11.7023354986486,10.8495135847555,1.44337447864352,0.760372261341643,1.30637529055373,0.127785882911841
"Gymnorhina_tibicen",12.8448472391931,0.374898025392597,8.95196990598394,7.26991176605945,0.623997615540331,0.757357173258757
"Machaerirhynchus_nigripectus",5.69360335119079,17.1011325225681,0.591531929769602,3.88320260863771,2.69147838403653,1.7683526796365
"Rhagologus_leucostigma",8.67859603460837,9.28246539978965,6.45521976338486,5.38869602477271,3.04748389358439,0.0407254599895549
"Aleadryas_rufinucha",3.10482544155402,5.55698746381847,2.42454848897565,0.314057718099691,1.47990274230467,1.67361701164687
"Notiomystis_cincta",0.373427189477264,28.5977116646776,2.94299351867134,1.36625932613944,0.235591016403125,0.0612938729906202
"Cnemophilus_loriae",8.76086630762082,2.773189143218,1.39927611764945,2.51332387920417,0.569479805538525,0.557823851683008
"Melanocharis_versteri",6.94363501952565,21.1178040135402,0.384422163489223,1.18856693705341,4.1449527422112,2.68092261045254
"Panurus_biarmicus",9.30733524371588,14.2833734743183,1.76262277978976,2.18794008583432,0.488468011176666,0.0195954615972015
"Eremophila_alpestris",11.3303770589731,16.7381631460941,6.60709382338791,10.4034225731069,2.17639754422857,1.3334037430841
"Nicator_chloris",8.81926836544458,1.22462675706317,4.99943779709121,4.3722082059825,0.84605962258983,1.54126574344267
"Illadopsis_cleaveri",1.70068737267332,4.73028579330451,4.53642995532801,3.36165131181707,2.32277487459734,0.593226619465608
"Pomatorhinus_ruficollis",0.489643879385298,0.590754746015648,4.89559690616199,3.83528931005957,0.24009554549682,0.62516181004035
"Zosterops_hypoxanthus",4.82085310416678,9.33248424800867,3.00533610954401,7.87687662788294,2.91158981871165,2.18949434519011
"Zosterops_lateralis",12.6401682025279,12.8196028695831,4.05617632253451,7.93065500335575,2.31252919949192,0.78906094647626
"Hypocryptadius_cinnamomeus",4.37536138555025,8.15472270639084,4.74393144158168,3.03378306248632,1.75139414827537,0.479503268503928
"Sylvia_atricapilla",18.5029668289864,18.488216782476,8.63294878948001,6.70665583952214,1.55833427086619,0.147102194346137
"Sylvia_borin",20.9482105805196,17.0357497021139,6.97329964320225,10.0428289944184,2.27349970767472,0.386188874317472
"Cisticola_juncidis",12.3053969965136,19.6718718520907,4.57496469877668,7.23533936213283,1.70334453148122,1.19937577859953
"Pycnonotus_jocosus",2.43255482162571,5.80780852621286,5.2808719119082,4.31776069494755,0.677167074315929,1.21206188386515
"Hylia_prasina",6.05498234253387,2.82020572826375,2.86108404524701,2.26980237194584,3.0192488121375,0.199068347596798
"Erythrocercus_mccallii",0.332299179561883,23.1788792513073,6.68644936580805,0.576770187137859,2.56460424337627,3.5252558429604
"Cettia_cetti",11.50350037769,25.948329049639,5.29820590310749,4.02978545339426,2.72715637293529,0.659051900441548
"Phylloscopus_trochilus",13.8814884907799,18.4003858085887,5.23774669877912,7.98153021154822,1.41918502943178,0.66954303681518
"Aegithalos_caudatus",4.6419311544707,15.5362583964258,8.03437751651893,5.87359692363544,8.26096447154349,1.485482470663
"Hirundo_rustica",20.5295100026643,16.4779279718943,2.56354206602934,8.34846892570674,2.36331428803626,0.488239374978866
"Donacobius_atricapilla",3.7528231028434,2.54667936314517,3.55951892346198,3.68781606433689,2.2853371073924,1.44037680617261
"Oxylabes_madagascariensis",13.8883986012168,7.31541039771087,2.31791188787878,4.38458876500758,1.91376093563051,0.0998094364498416
"Hippolais_icterina",19.6397204178038,18.4547754656561,4.74338803431257,6.37755102023374,1.27344710596328,1.59381278450541
"Acrocephalus_arundinaceus",27.2141059923121,9.70783304873596,1.81963946934257,11.2566793206414,7.26265258576036,2.49319236679545
"Sylvietta_virens",6.2404136089338,11.4184911951965,5.14365098171364,10.1047085839874,4.13380564839945,1.24677035247227
"Anthoscopus_minutus",0.743225830638246,19.2735801386134,6.22655828297678,0.564205571836015,5.48133066417346,1.31610858735669
"Pseudopodoces_humilis",6.97424027416026,10.4082003309756,1.62922442918809,3.41854674631101,3.68282465815749,0.676582224632808
"Parus_major",3.39581261871959,10.8469238075034,1.52983756630618,4.12486076640048,4.15873813575436,1.84541486056022
"Dulus_dominicus",6.51444088977298,14.9264995211381,0.50741504835268,2.76702724504281,2.54423408677673,1.10248061809504
"Bombycilla_garrulus",0.630922125490233,15.6570830622717,8.69519727756982,5.010648806394,2.65496017665107,5.34988852174047
"Phainopepla_nitens",28.6041015034465,11.8635131127071,6.96684292717496,12.0742404126164,4.81069852539344,4.37817500391329
"Tichodroma_muraria",3.82297692882603,7.72249817931931,4.71910238523948,4.13420023287301,3.65963687214212,0.846354169533433
"Certhia_brachydactyla",2.8888307163391,16.5510856480745,2.71015187654617,10.9691438782095,6.19617979959632,0.79511951298224
"Certhia_familiaris",11.8394616062538,22.8708359131929,3.15706439677246,10.7020122050223,4.08210090189425,0.82734346903982
"Thryothorus_ludovicianus",9.29736313548207,10.395633480262,1.0509892659053,3.18815490917016,0.646110267484637,2.56258440253368
"Polioptila_caerulea",14.1629541405425,23.8122239601258,2.04321422796134,5.64996094561907,3.15369124285321,0.312548622894847
"Sitta_europaea",2.20803100000699,6.37333224697686,5.19746647114381,0.754122676419438,2.47688581136885,2.76571775683004
"Sturnus_vulgaris",17.5045077014255,25.8590050442266,1.99754824106543,1.92141483719493,1.6897885202912,0.789109293655312
"Rhabdornis_inornatus",5.23470075276946,22.749785130075,0.411229734855199,9.58912809100216,6.93896676795137,1.10213519694793
"Toxostoma_redivivum",13.7072088907679,7.55453421667495,6.59482580177003,5.5513102792868,1.39016039265998,0.135172249109893
"Buphagus_erythrorhynchus",6.30609189589721,9.16457628202371,4.01776214142346,3.83212164869781,0.943423101641993,3.44824516061817
"Catharus_ustulatus",11.1896953299371,20.1606956776494,9.98492231205248,1.51468125958875,2.93088967781352,0.208364732573375
"Catharus_fuscescens",2.66344817620851,8.14219003500538,3.33969470000374,4.03679785699428,3.25809534085068,0.0368703248323565
"Turdus_merula",10.2506914151023,9.62295348853202,8.26747949109907,3.64943072974037,0.69113950577287,0.247539409271927
"Erithacus_rubecula",12.9818637215636,19.403119776515,7.40839395798085,8.29542268697442,1.54529332882759,0.638211141045318
"Ficedula_albicollis",7.63343684296627,19.9232881678221,5.5993870912849,5.2766884088554,3.3290484997279,0.118567388958142
"Oenanthe_oenanthe",15.1594657565425,14.3316261345175,6.18310895851957,7.32293697191344,1.6353872859269,0.0316462400018413
"Cinclus_mexicanus",19.7901451385986,14.3544292607042,0.0954268202268929,9.19796271202302,0.482849530688161,1.07558923017766
"Regulus_satrapa",7.86215302892723,24.154889962007,1.44560315121322,11.1962316091544,6.95355946200026,1.28275130401654
"Urocynchramus_pylzowi",13.2807763225664,13.7508281904721,7.35737753791268,10.9625656725457,1.68353913182232,1.07997856234209
"Promerops_cafer",12.6941254561829,10.3910475594947,4.64511227117067,6.03785380034081,1.11838321339215,0.888328672117763
"Chloropsis_hardwickii",9.70040527166721,12.8110369851736,4.36778365428529,5.3148455534438,1.95201140078109,1.06994470356614
"Chloropsis_cyanopogon",8.09060752631128,9.08826972139789,3.48048148608165,4.14582314995475,3.10431708207187,0.589560964465968
"Irena_cyanogastra",9.1423381079731,5.19162853308685,6.1520762431931,3.46315375537713,1.78446460679999,0.326260554195178
"Dicaeum_eximium",15.6323796713738,15.2926117866296,6.2734487806279,12.5408962485667,2.76046707034388,2.94718332811221
"Peucedramus_taeniatus",1.59812443725305,8.63233797607472,0.436116438867587,2.5666336647028,2.27907207084214,2.16355777594664
"Prunella_himalayana",28.2714944670393,16.8927050806201,2.98299384978182,11.6196366371972,6.00322140554803,3.45435365499321
