"","species","Annotated","Number of samples","Observer","HM4.Order","HM4.Family","HM4.Latin.name","HM4.Common.name","HM4.Subspecies","No_notes_in_call_bout.song","No_of_Note_Types","IntraIndiv_variation","IntraSpecific_variation","Single.Note.Song.Pace","Note_Min_Freq_Average","Note_Min_Freq_Variance","Note.Max.Freq.Average","Note.Max.Freq.Variance","Note_Length_Average","Note_Length_Variance","Note_Bandwidth_Average","Note.Bandwidth.Variance","Note_Peak_Freq_Average","Note.Peak.Freq.Variance","Song_Peak_Freq","Song_Min_Freq","Song_Max_Freq","Duration.1st.note","Max.Freq.1st.note","Song.Bandwidth","Note.Count","Song.Duration","Duration.middle.note","Max.freq.middle.note","Duration.Final.Note","Max.Freq.Final.Note","Duration.longest.note","Note_Slope_Average","Note.Slope.Variance","Max.Note.Slope","Pause.Length.Average","Pause.Length.Variance","Note.Slope.first.note","Note.Slope.middle.note","Note.Slope.final.note","Duration.longest.pause","Pace1","Pace2","Pace3","Pace_Change_1","Pace_Change_2","Note_Rate","Freq_Change_1","Freq_Change_2","Dur_change_1","Dur_Change_2","Note_Slope_Ch1","Note_Slope_Ch2","Note_5._Freq","Note_95._Freq","Song_Min_Freq_5","Song_Max_Freq_95","Song.Freq.5..Variance","Song.Freq.95..Variance","Note_Bandwidth_90","Note.Bandwidth.90..Variance","Song_Bandwidth2","Note_Slope_2_Average","Note.Slope.2.Variance","Note_Slope_2_Max","X95..Freq1","X95..Freq2","X95..Freq3","X90..Bandwidth1","X90..Bandwidth2","X90..Bandwidth3","Peak.Freq1","Peak.Freq2","Peak.Freq3","Note.Slope1","Note.Slope2","Note.Slope3","Max.Power1","Max.Power2","Max.Power3"
"35","Onychorhynchus coronatus","yes",6,"CW+JT","Passeriformes","Onychorhynchidae","Onychorhynchus coronatus","Royal Flycatcher","mexicanus",1,1,"1","NA","0.339004403595115",1286.16666666667,0,3027.63333333333,0,0.195333333333333,0,1741.46666666667,0,2910.51666666667,0,2910.51666666667,1286.16666666667,3027.63333333333,0.195333333333333,3027.63333333333,1741.46666666667,1,0.195333333333333,0.195333333333333,3027.63333333333,0.195333333333333,3027.63333333333,0.195333333333333,8949.24312479274,0,8949.24312479274,"NaN","NaN",8949.24312479274,8949.24312479274,8949.24312479274,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,2219.53333333333,2956.15,2219.53333333333,2956.15,0,0,736.633333333333,0,736.616666666667,3772.82854335265,0,3772.82854335265,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"36","Oxyruncus cristatus","yes",6,"CA","Passeriformes","Oxyruncidae","Oxyruncus cristatus","Sharpbill",NA,1,1,"NA",NA,"0.0344017596744996",2948.7,0,6462.95,0,4.2915,0,3514.26666666667,0,3677.21666666667,0,3677.21666666667,2948.7,6462.95,4.2915,6462.95,3514.25,1,4.2915,4.2915,6462.95,4.2915,6462.95,4.2915,809.6914507,0,809.6914507,"NaN","NaN",809.6914507,809.6914507,809.6914507,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,3193.08333333333,4748.06666666667,3193.08333333333,4748.06666666667,0,0,1554.96666666667,0,1554.98333333333,366.211072033333,0,366.211072033333,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"37","Panurus biarmicus","yes",8,"CW+JT","Passeriformes","Panuridae","Panurus biarmicus","Bearded Reedling","russicus",1,1,"0","NA","2.08018705424167",2440.9,0,5686.95,0,0.1795,0,3246.0375,0,4838.1,0,4838.1,2440.9,5686.95,0.1795,5686.95,3246.05,1,0.1795,0.1795,5686.95,0.1795,5686.95,0.1795,18589.3609567692,0,18589.3609567692,"NaN","NaN",18589.3609567692,18589.3609567692,18589.3609567692,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,2951.7625,5313.7125,2951.7625,5313.7125,0,0,2361.975,0,2361.95,13644.1807617423,0,13644.1807617423,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"38","Passer domesticus","yes",6,"CA","Passeriformes","Passeridae A","Passer domesticus","House Sparrow",NA,1,1,"NA",NA,"1.19533069505752",2135.33333333333,0,5222.11666666667,0,0.148,0,3086.76666666667,0,4440.63333333333,0,4440.63333333333,2135.33333333333,5222.11666666667,0.148,5222.11666666667,3086.78333333333,1,0.148,0.148,5222.11666666667,0.148,5222.11666666667,0.148,20968.1380072784,0,20968.1380072784,"NaN","NaN",20968.1380072784,20968.1380072784,20968.1380072784,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,3149.63333333333,4853.55,3149.63333333333,4853.55,0,0,1703.9,0,1703.91666666667,11421.9516117287,0,11421.9516117287,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"39","Phaethon lepturus","yes",3,"CW+JT","Phaethontiformes","Phaethontidae","Phaethon lepturus","White-tailed Tropicbird","ascensionis",1,1,"0","NA","3.91189479186476",1643.96666666667,0,3992.83333333333,0,0.034,0,2348.86666666667,0,2963.8,0,2963.8,1643.96666666667,3992.83333333333,0.034,3992.83333333333,2348.86666666667,1,0.034,0.034,3992.83333333333,0.034,3992.83333333333,0.034,72779.2316999395,0,72779.2316999395,"NaN","NaN",72779.2316999395,72779.2316999395,72779.2316999395,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,2087.96666666667,3473.46666666667,2087.96666666667,3473.46666666667,0,0,1385.46666666667,0,1385.5,43097.1834759312,0,43097.1834759312,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"40","Phaetusa simplex","yes",5,"CW+JT","Charadriiformes","Laridae C (Sterninae)","Phaetusa simplex","Large-billed Tern","monotypic",1,1,"1","NA","0.791109792559869",1450.6,0,2486.3,0,0.331,0,1035.7,0,2375.92,0,2375.92,1450.6,2486.3,0.331,2486.3,1035.7,1,0.331,0.331,2486.3,0.331,2486.3,0.331,3484.33102235585,0,3484.33102235585,"NaN","NaN",3484.33102235585,3484.33102235585,3484.33102235585,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,1939.4,2420.52,1939.4,2420.52,0,0,481.12,0,481.12,1618.90687171564,0,1618.90687171564,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"41","Pluvianellus socialis","yes",2,"CW+JT","Charadriiformes","Chionidae B (magellanic plover)","Pluvianellus socialis","Magellanic Plover","monotypic",1,1,"NA","NA","0.0859660434128519",1589.35,0,3140.1,0,0.5115,0,1550.7,0,2944.65,0,2944.65,1589.35,3140.1,0.5115,3140.1,1550.75,1,0.5115,0.5115,3140.1,0.5115,3140.1,0.5115,3361.8695752855,0,3361.8695752855,"NaN","NaN",3361.8695752855,3361.8695752855,3361.8695752855,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,2453.75,3059.9,2453.75,3059.9,0,0,606.15,0,606.15,1351.0429946287,0,1351.0429946287,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"42","Pygoscelis adeliae","yes",2,"CW+JT","Sphenisciformes","Spheniscidae","Pygoscelis adeliae","Adelie Penguin","monotypic",1,1,"0","NA","0.720185854414042",1165.5,0,1735.6,0,0.451,0,570.15,0,1617.15,0,1617.15,1165.5,1735.6,0.451,1735.6,570.1,1,0.451,0.451,1735.6,0.451,1735.6,0.451,1253.35577753114,0,1253.35577753114,"NaN","NaN",1253.35577753114,1253.35577753114,1253.35577753114,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,1335.95,1664.05,1335.95,1664.05,0,0,328.15,0,328.1,711.992847453447,0,711.992847453447,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"43","Rhinoptilus africanus","yes",4,"CW+JT","Charadriiformes","Glareolidae A","Rhinoptilus africanus","Double-banded Courser","africanus (?)",1,1,"NA","NA","3.84138521126825",2931.375,0,3385.575,0,0.0725,0,454.2,0,3274.95,0,3274.95,2931.375,3385.575,0.0725,3385.575,454.2,1,0.0725,0.0725,3385.575,0.0725,3385.575,0.0725,6641.47676892651,0,6641.47676892651,"NaN","NaN",6641.47676892651,6641.47676892651,6641.47676892651,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,3150.8,3308.175,3150.8,3308.175,0,0,157.4,0,157.375,2300.95616699004,0,2300.95616699004,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"44","Rostratula benghalensis","yes",2,"CW+JT","Charadriiformes","Rostratulidae B (Rostratula)","Rostratula benghalensis","Greater Painted-snipe","monotypic",1,1,"NA","NA","0.914007200437522",544.9,0,898.9,0,0.1705,0,354.05,0,667.55,0,667.55,544.9,898.9,0.1705,898.9,354,1,0.1705,0.1705,898.9,0.1705,898.9,0.1705,2068.58108108108,0,2068.58108108108,"NaN","NaN",2068.58108108108,2068.58108108108,2068.58108108108,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,624.45,775.2,624.45,775.2,0,0,150.75,0,150.75,879.77823977824,0,879.77823977824,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"45","Todus mexicanus","yes",4,"CW+JT","Coraciiformes","Todidae","Todus mexicanus","Puerto Rican Tody","monotypic",1,1,"0","NA","1.0343095742498",2710.325,0,5057.225,0,0.13825,0,2346.875,0,4054.025,0,4054.025,2710.325,5057.225,0.13825,5057.225,2346.9,1,0.13825,0.13825,5057.225,0.13825,5057.225,0.13825,21465.5401681187,0,21465.5401681187,"NaN","NaN",21465.5401681187,21465.5401681187,21465.5401681187,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,3194.825,4553.75,3194.825,4553.75,0,0,1358.95,0,1358.925,13167.9211485895,0,13167.9211485895,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"46","Turnix velox","yes",3,"CW+JT","Charadriiformes","Turnicidae A (buttonquails)","Turnix velox","Little Buttonquail","monotypic",1,1,"0","NA","0.42169260645944",222.5,0,393.733333333333,0,1.418,0,171.233333333333,0,304.866666666667,0,304.866666666667,222.5,393.733333333333,1.418,393.733333333333,171.233333333333,1,1.418,1.418,393.733333333333,1.418,393.733333333333,1.418,123.1760877,0,123.1760877,"NaN","NaN",123.1760877,123.1760877,123.1760877,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,274.866666666667,350.5,274.866666666667,350.5,0,0,75.6,0,75.6333333333333,54.03981327,0,54.03981327,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"47","Tyto alba","yes",6,"CW+JT","Strigiformes","Tytonidae","Tyto alba","Common Barn Owl","pratincola",1,1,"0","NA","0.244673701900122",2112.55,0,3701.41666666667,0,1.35733333333333,0,1588.86666666667,0,2818.16666666667,0,2818.16666666667,2112.55,3701.41666666667,1.35733333333333,3701.41666666667,1588.86666666667,1,1.35733333333333,1.35733333333333,3701.41666666667,1.35733333333333,3701.41666666667,1.35733333333333,1265.17873000102,0,1265.17873000102,"NaN","NaN",1265.17873000102,1265.17873000102,1265.17873000102,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,2514.15,3215.5,2514.15,3215.5,0,0,701.333333333333,0,701.35,592.729092941598,0,592.729092941598,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"48","Aphelocoma coerulescens","yes",6,"CW+JT","Passeriformes","Corvidae","Aphelocoma coerulescens","Florida Scrub Jay","monotypic",1,1,"0","NA","0.67987916617289",1138.25,0,4462.65,0,0.281166666666667,0,3324.4,0,2861.63333333333,0,2861.63333333333,1138.25,4462.65,0.281166666666667,4462.65,3324.4,1,0.281166666666667,0.281166666666667,4462.65,0.281166666666667,4462.65,0.281166666666667,11689.5483260535,0,11689.5483260535,"NaN","NaN",11689.5483260535,11689.5483260535,11689.5483260535,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,2218.25,3790.23333333333,2218.25,3790.23333333333,0,0,1571.98333333333,0,1571.98333333333,5464.45148802843,0,5464.45148802843,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"49","Anseranas semipalmata","yes",3,"CW+JT","Anseriformes","Anseranatidae","Anseranas semipalmata","Magpie Goose","monotypic",2,1.66666666666667,"0","NA",NA,764.116666666667,914.694583333332,2131.64444444444,2981.57444444444,0.101111111111111,0.000183777777777777,1367.52777777778,1811.61569444445,1362.33333333333,128809.21,1242.7,745.8,2171.53333333333,0.0926666666666667,2099.23333333333,1425.73333333333,2,0.275333333333334,0.0953333333333333,2159,0.112,2130.43333333333,0.112,12083.3835748088,4309631.6924225,12896.8999614766,"0.109500000000001","7.20000000000104e-05",12863.6355520685,12648.0340631954,10721.8489044583,0.115500000000001,"NaN","NaN","NaN","NaN","NaN",7.59475428736127,1.05482174524552,0.976370018486324,1.0655737704918,"1.40607054963084",0.982209814923001,0.844762387614218,841.361111111111,1696.57777777778,824.6,1739.63333333333,1057.80569444444,4325.80777777778,855.216666666667,1675.09458333333,915.033333333333,8090.54108341523,3442258.10267137,8744.85889781471,1658.05,1765.7,"1593.5",516.8,602.95,"990.5",1184.35,1722.7,"646",8578.65759356635,8687.10541989279,"10005.0505050505",92.55,87.5,"91.8"
"50","Balearica regulorum","yes",3,"CW+JT","Gruiformes","Gruidae","Balearica regulorum","Grey-crowned Crane","gibbericeps (?)",2,1.33333333333333,"0","NA",NA,976.033333333333,74651.5666666666,1257.06666666667,107080.861666666,0.329666666666667,0.0301891666666667,281.05,6454.98083333333,1101.53333333333,76013.8583333333,1172.66666666667,703.433333333333,1581.46666666667,0.444,1189.43333333333,878.033333333333,2,0.671666666666666,0.444,1189.43333333333,0.215333333333333,1324.7,0.445666666666667,1030.75487919085,140664.194693756,1318.49210001534,"0.0123333333333327","0",743.017658366361,743.017658366361,1318.49210001534,0.0123333333333327,"NaN","NaN","NaN","NaN","NaN",3.07165522907421,1,1.1837558271932,1,"0.617664196661461",1,1.79287798696458,1055.9,1183,781.633333333333,1493.16666666667,76013.8583333334,96886.1183333331,127.133333333333,3866.43,711.533333333333,427.561537322134,13740.9292537624,515.039819304087,1102.53333333333,1263.46666666667,"NaN",163.033333333333,91.2333333333333,"NaN",985.166666666667,1217.9,"NaN",341.558877681544,513.564196962724,"NaN",97.4666666666667,92.9333333333333,"NaN"
"51","Callipepla squamata","yes",8,"CW+JT","Galliformes","Odontophoridae","Callipepla squamata","Scaled Quail","investigating",2,2,"0","NA",NA,1381.68125,4272.9878125,2350.6875,1172.525,0.177,0.0096659375,969.00625,6115.58593750001,2016.15,2107.63875,2043.0625,1333.1875,2370.9375,0.09175,2367.8,1037.75,2,0.66325,0.09175,2367.8,0.26225,2333.575,0.26275,8164.28030055709,16505664.2929146,11673.4841094074,"0.30925","0",11673.4841094074,11673.4841094074,4655.07649170673,0.30925,"NaN","NaN","NaN","NaN","NaN",3.06868799610829,1,0.985335565684061,1,"3.18784873169945",1,0.41613497143314,1692.43125,2193.18125,1612.2375,2226.4375,11765.7371874999,2078.43156250001,500.75625,14192.1003125,614.2,4444.31528092295,7239225.99341989,6637.55300430304,2220.575,2165.7875,"NaN",502.2625,499.25,"NaN",2031.8375,2000.4625,"NaN",6391.71967096971,2496.91089087618,"NaN",97.875,97.7375,"NaN"
"52","Chauna torquata","yes",6,"CW+JT","Anseriformes","Anhimidae","Chauna torquata","Southern Screamer","monotypic",2,2,"0","NA",NA,1138.28333333333,14202.0641666667,1624.56666666667,14012.0883333333,0.20475,0.00478395833333333,486.25,21488.1158333334,1475.025,4250.91958333333,1514.5,1057.73333333333,1703.41666666667,0.1925,1659.63333333333,645.683333333333,2,0.435,0.1925,1659.63333333333,0.217,1589.5,0.267333333333333,2557.73740261012,1179226.78222683,3159.9074603133,"0.0254999999999997","0",2921.55939754719,2921.55939754719,2193.91540767306,0.0254999999999997,"NaN","NaN","NaN","NaN","NaN",5.07128946948491,1,0.978312924368475,1,"1.68805598383281",1,0.977984743531223,1360.2,1568.35,1277.65,1643.71666666667,7342.98666666666,10895.1491666667,208.158333333333,6953.83125,366.066666666667,1323.5365198829,1164658.07154184,1960.25628237839,1593.46666666667,1543.23333333333,"NaN",258.4,157.916666666667,"NaN",1471.43333333333,1478.61666666667,"NaN",1893.03223190208,754.040807863709,"NaN",96.0333333333333,100.766666666667,"NaN"
"53","Cuculus canorus","yes",6,"CW+JT","Cuculiformes","Cuculidae A","Cuculus canorus","Common Cuckoo","canorus",2,2,"0","NA",NA,429.758333333333,370.744583333333,693.241666666667,3817.44458333333,0.153166666666667,0.00123041666666667,263.491666666667,3179.47958333333,598.341666666667,2209.30291666668,598.983333333333,411.35,746.433333333333,0.1195,746.433333333333,335.083333333333,2,0.487833333333333,0.1195,746.433333333333,0.186833333333333,640.05,0.186833333333333,1867.67767987379,545277.481466174,2530.66217997701,"0.1815","0",2530.66217997701,2530.66217997701,1204.69317977058,0.1815,"NaN","NaN","NaN","NaN","NaN",4.13285364586314,1,0.861369702690539,1,"1.58036496015175",1,0.499370685594107,542.291666666667,628.633333333333,508.4,688.9,1287.75708333333,3967.64000000001,86.3583333333333,963.124583333333,180.5,642.103332372523,114809.312895067,960.220347977572,688.9,568.366666666667,"NaN",112.733333333333,59.9833333333333,"NaN",643.316666666667,553.366666666667,"NaN",960.220347977572,323.986316767474,"NaN",101.816666666667,100.316666666667,"NaN"
"54","Eulacestoma nigropectus","yes",5,"CA","Passeriformes","Eulacestomatidae","Eulacestoma nigropectus","Wattled Ploughbill",NA,1.4,1.4,"NA",NA,NA,3229.98,68.6725000000022,3466.56,0.0449999999999864,1.3808,0.2522225,236.59,66.32125,3339.52,231.125,3335.22,3226.74,3466.62,1.2306,3466.5,239.88,1.4,1.7334,1.2306,3466.5,1.531,3466.62,1.531,223.440253809113,56493.4665483556,294.582143645622,"0.0615","0",294.582143645622,294.582143645622,152.298363972604,0.0615,"NaN","NaN","NaN","NaN","NaN",1.22972027567705,1,1.00008419870895,1,"3.72295482736611",1,0.483001890201295,3289.1,3375.89,3289.1,3380.58,0,274.951250000001,86.8,273.780000000001,91.4800000000001,103.272627993947,27729.6853873989,151.189483031412,3312.6,3289.15,"NaN",91.85,68.45,"NaN",3265.7,3244.2,"NaN",297.942182400617,58.3579072132884,"NaN",79.3,87.95,"NaN"
"55","Formicarius rufipectus","yes",10,"CW+JT","Passeriformes","Formicariidae","Formicarius rufipectus","Rufous-breasted Ant-thrush","rufipectus",2,1,"0","NA",NA,1764.035,277.86425,2035.32,359.350000000001,0.2126,0.00040765,271.285,154.27875,1928.925,249.301249999999,1926.77,1748.89,2050.06,0.2124,2029.86,301.17,2,0.6274,0.2124,2029.86,0.2128,2040.78,0.2279,1353.77844331005,30704.6233681212,1481.8689638934,"0.2022","0",1297.96484452251,1297.96484452251,1409.59204209759,0.2022,"NaN","NaN","NaN","NaN","NaN",3.25813539368236,1,1.00571903476394,1,"0.980490500238159",1,1.06209079966481,1879.465,1971.75,1872.81,1985.04,147.87075,294.842499999999,92.295,147.42125,112.23,472.699697214392,6820.63750958558,536.814252258657,1963.14,1980.36,"NaN",90.33,94.26,"NaN",1922.46,1935.39,"NaN",440.848037947643,504.551356481141,"NaN",107.03,106.67,"NaN"
"56","Hylia prasina","yes",6,"CA","Passeriformes","Scotocercidae C (hylias)","Hylia prasina","Green Hylia",NA,2,1,"NA",NA,NA,2932.89166666667,327.750416666665,3306.76666666667,1395.03916666667,0.30925,0.00195854166666666,373.891666666667,479.027916666664,3165.46666666667,308.884166666668,3165.46666666667,2916.76666666667,3334.18333333333,0.307166666666667,3331.31666666667,417.416666666667,2,0.7235,0.307166666666667,3331.31666666667,0.311333333333333,3282.21666666667,0.3435,1247.78223405904,34357.0256557206,1401.18466434821,"0.105","0",1260.81621438908,1260.81621438908,1234.748253729,0.105,"NaN","NaN","NaN","NaN","NaN",2.80424559604294,1,0.98516063110955,1,"1.01221468674957",1,0.96515063317091,3054.29166666667,3227.74166666667,3025.26666666667,3252.86666666667,1404.94458333333,1159.21125,173.433333333333,1019.37833333333,227.6,580.613708523326,17083.6354444515,695.466890438762,3252.86666666667,3202.61666666667,"NaN",177.333333333333,169.533333333333,"NaN",3172.65,3158.28333333333,"NaN",568.429462527095,592.797954519556,"NaN",95.5166666666667,95.2833333333333,"NaN"
"57","Malurus elegans","yes",2,"CW+JT","Passeriformes","Maluridae","Malurus elegans","Red-winged Fairywren","monotypic",42.5,7,"NA","NA",NA,5091.435,294313.468049989,7548.17,389225.593,0.07605,0.002247625,2456.72,452141.952999999,6277.65,396440.571499997,6675.3,3980.6,8583.4,0.0745,7872.7,4602.8,42.5,4.9845,0.077,7125.95,0.061,6260.1,0.1885,50858.0646949463,779510554.340268,83106.6666666667,"0.099","0.027469024691358",15696.7207207207,49122.181372549,18744.8181818182,0.5675,"3.95115006266832","8.69923863884175","12.729016728703","2.02995983021867","2.40704650615638",9.12282160678033,0.90993336033049,0.877317775267959,1.03747747747748,"1.56225490196078",2.72188105824034,1.63849584469961,5734.42,6771.13,4503.35,7683.7,222209.8232,308374.6722,1036.715,289889.50905,3180.35,22848.599213041,391970017.121324,59794.0740740741,7257.78,6771.13,"5949.88",1127.1,1036.715,"555",6712.52,6277.65,"5693.09",12363.8609258401,22848.599213041,"12317.9171411921",92.51,101.79,"94.67"
"58","Neopipo cinnamomea","yes",6,"CA","Passeriformes","Platyrinchidae","Neopipo cinnamomea","Cinnamon Tyrant",NA,14.1666666666667,7.66666666666667,"NA",NA,NA,4201.649622,144798.632971667,4786.52677916667,184729.187183333,0.169258895333333,0.00340902733333333,584.8751966,20734.1531988333,4641.67025833333,214736.515566667,4823.56666666667,3495.18333333333,5449.18333333333,0.107166666666667,4512.53333333333,1954,14.1666666666667,6.22766666666667,0.193333333333333,5180.68333333333,0.176,4076.01666666667,0.275333333333333,4599.43726633333,5711460.66601667,8466.79335166667,"0.2874949785","0.0261223728333333",5317.61860283333,6461.288168,3300.74803683333,0.661666666666667,"2.28808677933333","2.7681519195","2.83831648766667","1.2773594875","1.05110027983333",2.30295792933333,1.1631269535,0.788258377833333,1.73903191933333,"1.32735927316667",1.0398224745,1.093163601,4454.24791983333,4729.72161116667,3629.93333333333,5404.78333333333,194721.275883333,191040.852266667,275.469846733333,11904.0932648333,1774.85,2171.43127266667,2037213.66906667,4331.7951945,4811.5919445,5016.60166666667,"4365.13015866667",285.341111116667,262.004722216667,"285.91170635",4754.7325,4936.64666666667,"4235.65198416667",2736.10934383333,2429.49168946667,"1511.2770323",86.59111111,96.4413888883333,"94.5678571366667"
"59","Opisthocomus hoazin","yes",6,"CW+JT","Opisthocomiformes","Opisthocomidae","Opisthocomus hoazin","Hoatzin","monotypic",1,1,"0","NA","1.51745606025273",844.816666666667,0,1307,0,0.143333333333333,0,462.2,0,1112.55,0,1112.55,844.816666666667,1307,0.143333333333333,1307,462.183333333333,1,0.143333333333333,0.143333333333333,1307,0.143333333333333,1307,0.143333333333333,3322.80604247098,0,3322.80604247098,"NaN","NaN",3322.80604247098,3322.80604247098,3322.80604247098,0,"NaN","NaN","NaN","NaN","NaN",NA,1,1,1,"1",1,1,947.45,1241.75,947.45,1241.75,0,0,294.283333333333,0,294.3,2134.45422920238,0,2134.45422920238,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0"
"60","Pardalotus punctatus","yes",6,"CW+JT","Passeriformes","Pardalotidae","Pardalotus punctatus","Spotted Pardalote","punctatus",2,1,"0","NA",NA,3107.76666666667,1381.32416666667,3409.30833333333,807.09375,0.0833333333333333,0.000373583333333334,301.541666666667,483.747916666667,3279.875,1177.20541666667,3283.46666666667,3081.5,3428.9,0.0963333333333333,3423.3,347.4,2,0.242666666666666,0.0963333333333333,3423.3,0.0703333333333333,3395.31666666667,0.0963333333333333,3860.11754209566,792699.144422139,4542.07070498349,"0.0759999999999996","0",3201.86072031991,3201.86072031991,4518.37436387141,0.0759999999999996,"NaN","NaN","NaN","NaN","NaN",8.30974624997258,1,0.992168934946082,1,"0.773095653430141",1,1.56335474472047,3216.2,3339.625,3195.2,3360.95,723.003333333332,1026.24291666667,123.425,168.660416666667,165.75,1534.64144138779,77484.4244594604,1759.93909181853,3360.95,3318.3,"NaN",123.733333333333,123.116666666667,"NaN",3306.91666666667,3252.83333333333,"NaN",1309.34379095704,1759.93909181853,"NaN",106.116666666667,104.633333333333,"NaN"
