"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"Penelope_pileata",2.18336765981107,0.123314874813042,0.73141590209925,4.28730610027326,-1.36130965528179,-1.51686169717838,0.585944634714078,-0.336494096399208,-0.415461909966425
"Alectura_lathami",-8.15603574365765,19.0988698324612,-3.55900268236532,2.96786013033404,-3.09902262715161,-1.80208479706957,-0.877779648273078,-0.190006858046212,0.171962040536166
"Pterocles_gutturalis",-4.92021300508164,-12.9526008831219,-3.18378450725682,-3.17682986136452,-6.96906004214502,3.96644268949221,-1.2334442132046,0.725326116173242,-0.890316717523914
"Pterocles_burchelli",4.20964791128588,-3.2499170384619,3.68860278191572,1.81226879021374,-1.29008753795385,5.3672865230299,2.06175899375831,1.66321564714306,-0.410941715522471
"Syrrhaptes_paradoxus",-0.0516221237396883,-10.9228873993408,-2.66996709367086,2.00838878549844,0.164924729197447,-1.41926346089735,-0.532876134010441,0.0705424555654706,-1.31336735304713
"Caloenas_nicobarica",-5.59152337363844,21.8287501276894,0.466980794086482,-1.08539965664846,1.06825084882334,1.15428286026107,1.02577723734647,-0.601945290567693,-0.246832453215633
"Gallicolumba_beccarii",3.12580565697912,16.3254722942845,-1.49612674593494,2.29024382828592,1.1987503991622,-1.18639822593055,0.657007979338667,0.0484836640088852,0.0226817283187805
"Patagioenas_fasciata",-9.45875516976869,19.4483158615396,-3.1312000519448,-3.06059193158626,3.6010725278776,0.752685015191064,0.433663809417269,0.201934401073465,0.269307428824155
"Columba_livia",-7.54431087699148,13.2815965857895,-7.13953952114452,2.76717592992518,-3.76316327191002,-1.29406221235422,-0.0665274775306818,-0.175925826873103,1.46941829687791
"Columbina_picui",-4.30027958848742,10.4919525501462,1.70649903010574,-0.0841527373383621,4.74856484322111,-0.235241429983174,0.411968851756686,0.314941568013795,-0.0928809779579602
"Pygoscelis_adeliae",7.53130718488577,-0.899369664324547,3.7685633678078,-2.71993446570072,0.864745301948499,-0.549194016008862,0.638111702125832,0.0522200971216769,-0.538325079609462
"Aptenodytes_forsteri",6.63283552161311,5.95201003769222,3.87726294197715,-6.00356850823078,0.785969877217421,-1.23815111863642,0.802422344377593,0.506151392063423,-0.283018580226075
"Scopus_umbretta",1.77009699230704,-14.9172639067398,3.13812051781606,1.62176881546279,5.29458596533237,-1.89337535158353,0.0477204678707489,1.04556818530096,-0.133722741392063
"Anhinga_rufa",4.90555717894002,-10.9051180296134,4.5296445185695,2.40556820364381,-3.78199128027073,3.65306828213646,1.44154931025379,0.654818295308739,-0.312612812186636
"Anhinga_anhinga",2.20525836110192,-5.98532532186039,2.65017446834437,2.12955113830627,0.897659001268902,-2.32093943705958,0.786669653198662,-0.0807523165801314,0.120213443158709
"Phalacrocorax_brasilianus",1.70667615178091,-1.86029635878049,4.43009942113863,-0.0551202291956947,-2.47828467011018,4.35119346892553,1.90066274175819,-0.134222679879243,0.888374738349282
"Phalacrocorax_carbo",-3.28033065067164,3.96632459381359,-3.38444513987726,4.09246060765271,-1.27848004406502,-1.33995824307327,0.2456000477681,0.229959076388119,-0.551671273203039
"Sula_dactylatra",4.64599573202988,-13.3801359748543,1.90200068793527,-3.01012267829038,-0.511214373515168,-1.60933131004956,0.501673568717932,-0.468061411041275,-0.938490233129347
"Fregata_magnificens",10.0586995595715,-3.62312474834089,4.85202055042083,-4.40087666825083,3.65497870692674,-0.841455703077149,-0.405331636398851,-0.567521284409976,-0.114342719059525
"Mesembrinibis_cayennensis",-5.35717656171162,3.02189564353376,-4.84642330563342,3.47832183890408,3.22312583620594,-1.78024829006596,0.398121892096637,1.14190088508495,-0.139642194165975
"Nipponia_nippon",0.573736800872837,-1.8223356259341,1.32432362051152,1.12648450181062,0.220245363269663,3.4150897287994,0.840662300978431,-0.362157839454693,-1.04017979743804
"Ciconia_maguari",0.761168118685223,-9.55901443323252,6.7462071300521,-0.529965797509259,-11.323599223455,4.59293893410094,-0.959952028073756,0.655297799070607,3.60280215196031
"Gavia_stellata",8.25975819728692,-0.867101480657573,4.24564384480174,-4.03186371403598,2.67124038047954,-1.07942666157923,0.112159308162864,-0.780377122095837,-0.134536800925784
"Egretta_garzetta",6.820648225379,-2.36742253729148,3.95088856213428,-2.66340082564884,-0.421266133756246,-1.21929162280887,1.08504145790011,-0.80330481289087,0.569526754372256
"Cochlearius_cochlearius",-3.22978682693749,-1.68545249780829,1.79683907919828,5.15965290904789,-0.887398164677109,0.691128031241267,0.20141010903369,-0.0413471628892332,-0.917782125843354
"Pelecanoides_urinatrix",-6.82413333017448,8.92141889384865,4.49178293415965,-3.84540763367675,-1.80567445763179,1.03108971192292,-0.0978623041135124,-0.262926400772318,1.4870261320818
"Calonectris_diomedea",5.33124548633021,-17.8143440432236,0.956276343215862,-3.14198194202758,0.67266504113288,-1.52772067694553,2.07324624147592,-0.370450489204013,-0.693048695263697
"Oceanites_oceanicus",7.65616006259983,-16.004428229385,5.17888760877181,2.92650446000475,0.671762849058127,4.63987746994086,1.54598116113584,-0.201875606456842,-0.122302960780341
"Opisthocomus_hoazin",5.77368225024433,3.42432904901355,1.61727193871442,0.784357336016963,-0.216775297796376,0.108820469740781,1.19424090345532,0.496183489914466,0.0931077844519224
"Corythaeola_cristata",-10.2582734426191,-0.362887213219326,-3.24542701506032,1.79488632946507,3.22447021778666,-3.60949890452803,-0.518461291116944,2.19197204513554,0.75697706760105
"Corythaixoides_concolor",1.20571313176582,-5.13571433788577,7.76616191975416,-5.46581122497338,-6.29653767348649,3.60978057774389,-0.804841958636948,0.162375237064078,0.236742320239596
"Tauraco_erythrolophus",-6.66168685115283,1.27608182594135,-0.820238337521049,-2.69572601232914,3.25929698592625,0.763803355398219,-0.413404178249743,0.985707104331507,-0.0234398849377846
"Phaethon_lepturus",8.49715213166868,-13.4897686559278,3.73852875181482,2.73254597882151,-5.57656797423415,0.403505192175007,1.24550856379551,1.43508913582193,0.023379429805261
"Pluvianellus_socialis",10.9501312030037,-8.2719299248769,8.89836053194738,-11.5268542422471,-1.05349684535766,0.0108558493215281,0.996543156199091,2.10662761380511,-0.749016974542105
"Chionis_minor",-7.30677384512321,-2.07577004801146,4.50807272488184,1.18182930831782,-8.95245428986195,0.638394978126034,-2.50374829180053,1.19061994911127,-0.279045576672105
"Burhinus_bistriatus",3.86576849446366,-11.010350064372,1.64535230986722,6.30472476621289,5.36885422449503,-2.62359928958614,-1.43489163179012,0.381691285484939,0.11417218817588
"Ibidorhyncha_struthersii",4.62963019266968,-17.6022233690716,0.852208710640375,3.0703945640921,-0.226994627676176,-1.33865279179768,0.585857176646923,0.383655222446834,-0.986314411152027
"Himantopus_himantopus",10.7814154749226,-11.1586355613432,3.14796320775235,2.44507909451179,-0.00644635848808852,0.081945798814639,0.612571159182357,0.665201568646061,-0.222640324853628
"Charadrius_vociferus",6.94277051167306,-18.1981297496287,2.22296245208081,-1.27608345600705,4.28242433632934,-1.33681115909795,-1.04727031987804,-0.565451774504659,-0.200960310681268
"Rostratula_benghalensis",4.06877205455523,10.3356986028889,1.05369406307667,-0.711713535738383,-0.486349298431494,-0.271713615031599,1.59890444825972,0.48921429137537,0.997698698325418
"Jacana_jacana",9.09376844519767,-9.95596545787732,2.5336971512701,3.49101674312448,-0.641220259424459,-0.33717055011827,0.740591457977313,-0.104383789115074,-0.251458364529907
"Thinocorus_orbignyianus",0.958572202074746,5.74391393554785,-5.79684392493205,3.99985914882106,0.77599345077226,-0.261079459952194,0.107087476756925,-0.583440119248672,-0.21296360579458
"Arenaria_interpres",-3.28009469887564,-13.7935011733464,-3.9739095072651,0.993695444289676,2.56833782169649,-0.737588408924092,-0.0050190741025376,1.51694136388376,0.0556295715737818
"Philomachus_pugnax",5.83581736714936,3.42848987675513,-0.548965910300947,5.20209743708066,-0.341400119635501,-0.642709381339664,0.862709305489151,0.136629452379369,0.0924657115400672
"Limosa_lapponica",3.05126101257253,-10.32578396026,0.804771096464378,2.7589654343061,3.11622660783324,2.94563556070043,0.486203380358494,-0.366446813078283,-0.819304733893506
"Dromas_ardeola",1.75068967313888,-7.00541655508038,-1.02121652891827,3.74668599094059,0.958022697533872,3.19978055554479,0.715444511089985,-0.260295976203708,-1.07835380513027
"Rhinoptilus_africanus",12.21217513712,-11.7494904548313,2.60190965348541,4.15072018435494,2.41601682507002,0.642155194350688,-0.618598973761408,0.358632068589639,0.218359065635769
"Glareola_pratincola",2.70561471363817,-16.50975688273,-2.76536061532997,4.89116084255524,2.31692302016643,3.09856660868984,0.158906337543125,0.363216646527577,-0.582034191147002
"Rynchops_niger",-2.978945101498,-12.326865994264,5.30123455234943,-2.61112649462463,-3.52539697574555,1.81689809802395,-0.775366183314747,0.043252917369484,0.588840713790593
"Larus_maculipennis",6.30503799881032,-10.027510944724,5.64807542084919,-0.830742103405276,0.758104759632676,3.40887121892112,1.18434930369691,-0.290359824985386,-0.960662358417866
"Larus_argentatus",-0.665920662719593,-4.20787301580052,1.48453274219535,1.09213670310203,2.14028979553057,1.64265292615529,0.848696464866758,-0.031932207640586,-0.485796493063995
"Rissa_tridactyla",-3.9555043767636,-12.4986684808978,-1.84868747164124,-3.25480403913387,1.39527743477914,1.27567313298151,1.46816107945498,0.691803323482348,0.224183838817432
"Phaetusa_simplex",8.53243611692144,-6.67591075009547,4.89539151200726,-2.98890379406792,-0.804462373979733,-0.429627559717979,0.708213737760158,0.533127302852725,-1.06617937255876
"Stercorarius_parasiticus",-11.1531843723023,-13.4177657258491,4.54689692681237,-7.85073805379007,-2.76053098726215,-9.50818208775369,2.31644060908906,3.07322661240328,-0.614628181708327
"Cepphus_grylle",14.7363653197057,-15.0866326242148,6.59067233879427,-3.96217359632336,5.26668789600341,-0.530820808501185,-1.85684913837827,-0.811038029607037,0.404280953990912
"Uria_lomvia",-8.81916147560456,13.6343973852637,2.38545213769075,-0.450511900677729,-3.19853073203485,2.01407532612721,0.452237800465873,-0.120260271302349,-0.0579103290593839
"Uria_aalge",-5.81751589424592,-6.89787966697726,-3.58605184198146,1.62784338556471,0.112580661552821,2.06997845157145,0.138008002457488,1.01966620830454,0.00495344660879288
"Alca_torda",1.668606925722,0.980726880143899,4.61220204054017,-3.50749503372567,-8.27136066819162,-1.44630554250898,-1.96849155876616,-0.113980132051655,0.00419372562742676
"Turnix_velox",-0.498830313439286,23.3227644342515,0.180877611072385,-3.52565103954917,1.10642737223882,-1.43981368352974,0.932375683602644,-0.984604762190599,0.229535726629049
"Phoenicopterus_ruber",-0.51195742583971,-0.991356627664437,-3.95821260728206,4.8815486067736,0.944457185757227,4.18319542695387,1.90354304691874,-0.164572877960435,-1.05534599515536
"Podilymbus_podiceps",-10.2819614326742,3.49892078915629,-6.66652919784579,-3.62649197820812,2.62183680266904,0.2768694858799,0.0061318318356355,1.25022467892734,0.0524875328742672
"Podiceps_cristatus",0.481795172546842,0.76735001689509,-1.26271399987815,-2.18221832470464,-3.05594470504332,-0.849886108508521,-0.0537805218501149,-0.778783981196134,-0.12794898580814
"Mesitornis_unicolor",-2.97350934911676,-5.04377828015604,-1.39375678788843,-1.71155860946979,2.2876343829248,-2.83787243154116,0.18509883267825,0.982071653198859,-0.544976737736815
"Heliornis_fulica",-1.32569519957436,6.21670521959197,-0.670652322922084,1.74902156939618,0.137942911888196,-2.11047511786479,0.84053618580981,-0.322060165951292,-0.34419704192283
"Porzana_atra",-10.1646944965904,-6.10046748927815,4.56416141413322,3.42725762417594,-7.27936852306976,0.506528591855375,-1.75720706794592,0.363627075663755,5.60526351664544
"Aramus_guarauna",-5.057563907302,-4.79786015688617,-6.11455472512875,-3.66482086075158,-0.208125155417001,-1.25480189650418,1.48434925658469,0.453379631145,-0.0484671193614675
"Grus_americana",-2.24420691877474,1.68662637145923,-4.98515481450843,1.72392391050844,1.22670075933744,3.17364758378157,1.74814995233784,-0.309706777507806,-0.226051284311891
"Balearica_regulorum",2.04657518697539,0.735324634222272,-0.744767627653396,1.05377552200879,-0.317971928782209,-1.90596787568532,2.64969282109246,-0.758799600164877,-0.586112823103442
"Psophia_crepitans",-13.2021654607604,21.746037177399,-5.93115381259608,2.37874431902692,1.35086926308219,-2.10448488041553,0.125730800516553,1.35204164986087,0.0822547296944719
"Eupodotis_ruficrista",-4.68288056863599,-19.4260374057163,-2.1878574873001,1.50211777551703,2.49206229324191,-3.24411464401195,-0.954606724789608,0.587271118094866,-0.23589327963038
"Cuculus_canorus",-0.806917963331581,10.6115158410181,-5.85083526083943,2.10143203374957,0.0481941498745729,-0.879336308173314,0.478142795184756,-0.607242029434979,-0.403828965958097
"Ceuthmochares_aereus",-4.61442363762719,-17.5802849608019,0.705625609107781,-0.453279993086065,1.27090717691544,-2.12491948170567,0.88686713320033,1.41758749661045,1.07287381758531
"Piaya_cayana",-0.564283900781599,-10.6103146787566,6.16810983653836,-1.88423157071225,4.93810750224311,-0.252938755296919,0.0567770117675468,0.797309801301124,-0.578863628895804
"Centropus_unirufus",5.40115867333743,-18.693903891316,5.10694500224591,3.08408713560665,3.52239159344473,1.06711264380177,0.393735916502376,-0.211703322462369,-0.668799564375108
"Centropus_bengalensis",-2.78179532022052,8.4085494330952,0.459417207152432,3.49882223243334,3.40479367599574,0.518564365601903,0.726008777613013,-0.0544150024492258,-0.12695038681252
"Crotophaga_sulcirostris",3.20855629626734,-20.5369563230782,4.91736891859414,5.24733895471354,-4.1085510232509,2.42177934044248,1.63032785633086,-0.286931702445375,-2.07443873262884
"Geococcyx_californianus",-6.50801726872705,13.3334812462612,-2.54440243097782,-2.29826781484577,2.00751393772828,1.29801450829559,0.924034031814343,-0.0421162264825061,-0.106242233291196
"Eurypyga_helias",9.99414992440429,0.785589869537527,5.03517495694935,-6.56454028098611,4.55501023840754,-0.740594900247804,-0.422665023354228,-0.257566882789706,0.514136818618914
"Rhynochetos_jubatus",-3.50967753324732,-0.207164007827142,-2.18553321311084,-1.35484629654385,1.66870571216829,-1.87143651200686,0.218195918402776,0.713307379600727,-0.763882364265093
"Cariama_cristata",-0.352030261425936,-3.53723912465208,2.60554237976097,1.03892732400328,2.13134502088705,-3.13547555319702,1.63653171811853,0.555808889833168,-0.7933012536362
"Chunga_burmeisteri",-1.56492605470589,-2.82807941918184,-1.54646294397557,0.857849282425209,3.1540832426032,1.04217991266185,1.05023211298567,0.2727784896428,-0.264228901571076
"Falco_peregrinus",2.12552667191919,-12.1862398023534,4.53141219891657,-0.965427360367551,6.48850434822325,0.0880254445501888,-0.276668985615616,0.631139790446363,-0.120583180064959
"Herpetotheres_cachinnans",4.63286387791651,-0.834650580506067,2.08480276578355,1.14237241511251,-0.666169998878252,-1.63303200189616,0.341238431215797,-0.511078408189888,-1.20309105195865
"Sapayoa_aenigma",-0.205121080366319,-18.1042170409898,2.26039416954319,6.9723350390934,3.72428167302504,0.580861846896117,0.538081001985918,1.57152622598634,-0.406028221984925
"Calyptomena_viridis",-3.46285430874606,-3.61642404687586,-5.27139411792349,1.85591848444349,1.60101181607117,1.24817552972124,0.269212726118332,0.209329109078277,1.14808958111038
"Smithornis_capensis",-5.81930935826045,4.94502294793475,-2.42984696022094,10.3971664360238,2.76423707158126,-2.24996311502017,0.702891064690206,1.45847096592524,0.124492735567427
"Pitta_sordida",-1.06851807122889,-3.48339511361217,4.15036725355124,0.960541170198035,0.590827682426806,2.01921545056889,0.0695315978299822,-0.362129591228157,-1.84485667526126
"Serilophus_lunatus",6.98785224782208,-11.8948124410405,-2.05774454364367,1.82171523352634,1.96452040638994,-0.124198181204431,0.163400411522276,-0.739148457603295,-0.294492412849592
"Neodrepanis_coruscans",7.09843046444577,-27.5251055925158,6.61484031322859,1.70356697434712,4.27496243007139,-1.99277041327993,-0.693336089206501,0.662677068784435,-0.468745503859909
"Oxyruncus_cristatus",11.765075419028,-16.4458419163648,12.6250626081934,-16.7975577042928,-1.20223478503783,-1.07056352417231,1.50672807609777,-0.421891387892205,2.00406195175683
"Tachuris_rubrigastra",-1.87958734629495,-13.0500874924791,-4.55684778243279,-1.05596895788164,0.152590394969113,-0.593802474767195,0.0225570955538639,0.410093409274832,0.953537852748881
"Mionectes_macconnelli",-1.29988165770467,-14.7732570613843,-6.20489000451165,-3.52626402566948,-0.576493865364405,-0.396183767211984,-0.0614380488799927,0.0270463924965954,0.625442897328954
"Neopipo_cinnamomea",4.3234743270518,-22.9281082585677,-7.30671967307804,-7.57568253255909,3.8284689805001,-1.42743799371492,-1.11496663645795,0.0935380106461875,-0.0319693405989292
"Tyrannus_savana",0.453120748682377,-24.7533788430113,-3.04617125182571,0.595568400076735,0.595693927362072,-0.253828511248162,0.583683223544253,0.971300116541915,0.149821019854182
"Piprites_chloris",-0.00555479782066903,-6.23509666541657,-4.71416635190031,-0.146721917199391,4.07569586585315,-1.01907166490113,-0.580944959580084,0.427743178583684,-0.0504484571363968
"Pachyramphus_minor",0.418726720176706,-20.9726507619012,-3.88197361861947,-6.6275657988556,0.580558706198808,-1.75674066076895,0.91616569614581,-1.90514616817973,-1.12420775287306
"Onychorhynchus_coronatus",9.46471877608865,-8.64580277896734,6.82051356183152,-6.38844045574447,-3.140560828985,0.0496373273828421,0.620493996950384,2.20325979420889,-1.41176240127739
"Cephalopterus_ornatus",-0.673436726840914,30.0215798970425,1.02634596089014,-8.24112352513201,-0.263510065531934,-1.45269654564755,1.10420547306566,0.879754010255645,0.508686697422572
"Manacus_manacus",-6.0543835119168,-19.5043778160847,2.43142794210102,0.729585122419358,-8.86338928742257,1.51728354455093,-6.37346306780008,2.75858582288729,-1.62856024449027
"Lepidothrix_coronata",-3.3652581299345,-15.1164347152553,-5.13033152269924,3.33828820136315,-2.35215590182261,-1.60385001231795,1.78883337634264,-0.140692316522853,-0.882180207046916
"Sakesphorus_luctuosus",-2.37825989792119,-6.03261913812711,-4.43401405620234,-2.23353849395314,2.198757670157,-0.939775163448625,-1.11372885687335,0.831839212599175,-0.495873034303771
"Hypocnemis_ochrogyna",1.29472649289453,-13.3473508714476,4.68403398490466,0.58182602360012,2.02242874900436,-2.97299932764422,0.507820507322828,0.539831306095067,-0.962510749660589
"Rhegmatorhina_hoffmannsi",1.57643455767963,-15.9637205465797,-1.55870203803992,-4.56118990663804,-0.0139609897847905,-1.19656389580309,-0.169810020507974,0.32359777468581,-0.728225298012768
"Furnarius_figulus",2.43490855436124,-14.6752946318051,1.70423880954084,0.479396845389617,-1.05684017579519,-1.73807463708578,0.234246077147245,0.231250018211216,0.00337523871124021
"Campylorhamphus_procurvoides",0.382550142082018,-13.6583881902493,-7.97133822684048,-2.15740037928771,1.90096024199361,0.0338774158444545,-0.492221781956679,0.527054857609415,-0.40086040813182
"Xiphorhynchus_elegans",-2.76812486358776,-16.7726979950537,-3.53927519075293,3.06148563964043,2.81303300884158,-1.38887039547214,0.479835468779716,0.061385299428478,0.463463567169538
"Sclerurus_mexicanus",4.31677508418008,-19.8382880801987,0.389459792279698,-2.16099899913368,2.17431377418388,-1.48581001472347,0.122010334173139,-0.00548716114109246,-0.423429428940728
"Formicarius_rufipectus",7.42738400783155,-4.37425069938304,1.84516576670749,3.07653504849637,4.43352623283962,-1.16288416303373,-1.11708137622035,-0.711871883696342,0.133883215000138
"Scytalopus_superciliaris",7.46310716649325,-19.3560720691419,-0.0739363871960915,0.500686237081461,-1.02099442882926,-0.155499248017185,0.22468345843366,-0.534852162111414,-0.481914690812362
"Grallaria_varia",-5.41313686620446,12.9316606946747,-6.15392311245355,2.52534235192909,4.50755875202942,-1.73856585779816,-0.441804492826592,0.453891209352912,0.456107459051649
"Menura_novaehollandiae",-5.35218348602548,-14.7802327643024,-9.61537359442111,-6.66029420835699,-0.659315376047638,2.60177614700655,0.356853646818483,0.504363379425469,0.0848746489745683
"Atrichornis_clamosus",-1.83084639885656,-23.5026245589843,-8.01951916294843,-7.47848811385264,-0.575950579208299,0.456789459929836,0.643840716613437,0.136106108059686,0.496543312812321
"Ptilonorhynchus_violaceus",-8.05886573596961,-21.7098601374243,-11.1754591181829,-8.27991182153557,1.27618988200663,-1.04658981167051,-0.526789251624226,1.84365728628182,0.366720259833834
"Climacteris_rufus",1.81349468151793,-24.442372243973,-6.55116191740449,-5.20473282822833,6.16664268262828,0.360494509979542,-1.79230793101306,-0.167165741812602,0.0531650741944148
"Pardalotus_punctatus",10.093706807958,-12.6162874359431,1.78711572108785,6.54803490817208,4.55234009835551,-0.463398852717284,-1.85787250690867,-0.522535289767662,0.329200134535807
"Grantiella_picta",1.65636811983886,-16.8548139709538,-0.981472583089066,-4.45342356686064,2.50683223596234,-0.970488499918691,0.450393259027054,0.294351782359559,-0.194542466850283
"Origma_solitaria",4.66386933466652,-22.8407238617986,7.40574805939825,-3.89217072732043,1.83012146843841,1.89819128296056,0.658297498527382,0.038487786591534,-0.775436391094464
"Dasyornis_broadbenti",2.65481393118001,-25.2059682451075,-4.86162147230197,-5.36092604657979,-0.371401293817498,-0.431996831323214,1.52484140095949,0.138693836134732,-0.558661916799848
"Malurus_elegans",2.04088622610999,-30.6828450718002,-7.0561047316936,-3.41139045175601,1.50427835299848,-2.93317816851622,-1.14486402136538,0.981162637263324,0.53831678464488
"Pomatostomus_ruficeps",-1.29903349135118,-16.0098880648048,-6.84091450440578,-3.34078446895967,-0.894849188430734,0.759910351912702,-0.934558662075746,0.872871145373762,-1.46849499325681
"Orthonyx_spaldingii",-7.31712522019858,-12.0498924150393,-7.67188804314609,0.118870658156045,1.20058453044468,-1.23364584174738,-0.282768779346279,0.113390284609131,0.0344418367899458
"Notiomystis_cincta",7.60377363643773,-29.7210446968044,-0.0435166446674218,-2.03760700638362,-2.84030347561354,-0.472327961221163,2.43978770233456,-0.748803987133278,-0.0589285280458085
"Cnemophilus_loriae",13.386581890165,-9.06233749119925,6.50074047627384,-6.31208295978512,2.85836998656198,-0.0587692035099858,0.173792451629504,1.07166168566348,0.732211799555288
"Callaeas_cinereus",-6.75031808210304,-6.25750747820488,-10.4989574924021,-10.3852284535764,1.92229335538606,-0.30887840545028,2.40533883959352,0.409362430175771,-0.370842825458734
"Melanocharis_versteri",5.71458842125504,-26.3636348715948,4.87793068764502,6.88055102814258,-5.32290481272204,1.59405936808782,1.6453928515688,-0.228904314578003,0.518070786726976
